princess,dialogue,word_count
rapunzel,*sniff*...and you were mine.    ♪ Heal what has been hurt... ♪ ♪ Change the fates' design... ♪ ~ ♪ Save what has been lost... ♪ ~ ♪ Bring back what once was mine... ♪ ~,35
rapunzel,Eugene.,1
rapunzel,Eugene!,1
rapunzel,Eugene,1
rapunzel,And we're living happily ever after.,6
snow white,Wanna know a secret? Promise not to tell?,8
snow white,Oh!,1
snow white,Oh.,1
snow white,"Hello there, what's the matter? Where's your mama and papa? Why, I believe you're lost. Oh, please don't cry. C'mon, perk up. Won't you smile for me? That's better. Your mama and papa can't be far. There they are! Can you fly? Goodbye. Goodbye!",44
snow white,I don't understand!,3
snow white,"But, but who?",3
snow white,The Queen?!,2
snow white,"Oh! PLEASE, don't run away! I won't hurt you! I'm awfully sorry, I didn't mean to frighten you. But you don't know what I've been through. And all because I was afraid... I'm so ashamed of this fuss I've made. What do you do when things go wrong?",48
snow white,Oh! You sing a song!,5
snow white,"I really feel quite happy now. I'm sure I'll get along somehow. Everything's going to be alright. But I do need a place to sleep, at night. Oh  I can't sleep on the ground like you, Or in a tree the way you do. And I'm sure no nest could possibly be big enough for me. Maybe you know where I can stay. In the woods somewhere?  You do?!  Will you take me there? I like it here. Ooh, it's dark inside. Guess there's no one home. Hello, may I come in? Shh.  What a cute little chair. Why there's 7 little chairs. Must be 7 little children. And from the look of this table, 7 untidy little children. A pick-axe! A stocking, too!  And a shoe! And just look at that fireplace. It's covered with dust. And look, cobwebs everywhere. My, my, my! What a pile of dirty dishes. And just look at that broom. Why, they've never swept this room. You'd their mother would------maybe they have no mother. Then they're orphans. That's too bad! I know. We'll clean the house and surprise them. Then maybe they'll let me stay.",191
snow white,"Let's see what's upstairs. Oh, what adorable little beds! And look, they have their names carved on them. Doc? Happy? Sneezy? Dopey? Huh. What funny names for children. Grumpy, Bashful and Sleepy.  I'm a little sleepy myself.",37
snow white,"Oh, dear. I wonder if the children are... Oh! Why, why, you're little men! How do you do? I said, how do you do?",24
snow white,"Oh, you can talk! I'm so glad! Now, don't tell me who you are. Let me guess. I know, you're Doc.",21
snow white,"And you're, you're Bashful.",4
snow white,"And you, you're Sleepy.",4
snow white,And you?,2
snow white,And you're Sneezy.,3
snow white,"Yes, and you must be...",5
snow white,You mean he can't talk?,5
snow white,"Oh, that's too bad. Oh! You must be Grumpy.",9
snow white,"Oh, how silly of me. I'm Snow White.",8
snow white,Yes.,1
snow white,"Please don't send me away! If you do, she'll kill me.",11
snow white,"My stepmother, the Queen.",4
snow white,But she doesn't know where I am!,7
snow white,"Oh, she'll never find me here. And if you let me stay, I'll keep house for you. I'll wash and sew and sweep and cook and...",26
snow white,"Yes, and plum pudding and gooseberry pie...",7
snow white,Just a minute. Supper's not quite ready. You'll just have time to wash.,13
snow white,"Oh, perhaps you have washed.",5
snow white,But when?,2
snow white,"Oh, recently! Let me see your hands. Let me see your hands! Why, Doc, I'm surprised! Come on, let's see them. Oh, Bashful, my, my, my! And you? Worse than I thought! How shocking! Goodness me, this will never do. March straight outside and wash, or you'll not get a bite to eat. Well, aren't you going to wash? What's the matter? Cat got your tongue? Did you hurt yourself?",70
snow white,Supper!,1
snow white,That was fun!,3
snow white,"Well, what shall I do?",5
snow white,"Well, once there was a princess–",6
snow white,And she fell in love.,5
snow white,It was very easy. Anyone could see that the prince was charming. The only one for me.,17
snow white,There's nobody like him. Anywhere at all.,7
snow white,"He was so romantic,",4
snow white,Someday when spring is here,5
snow white,"Oh, my goodness! It's past bedtime. Go right upstairs to bed.",11
snow white,But where will you sleep?,5
snow white,"Well, if you insist. Good night.",6
snow white,You're sure you'll be comfortable?,5
snow white,"Well, pleasant dreams.",3
snow white,"Bless the seven little men who have been so kind to me. And... And may my dreams come true. Amen. Oh, yes! And please make Grumpy like me.",28
snow white,Don't worry. I'll be all right. See you tonight.,9
snow white,Good-bye.,1
snow white,"Well... All right. But that's the last... Wha... Oh, go on. Run along.",13
snow white,Good-bye! Good-bye!,2
snow white,"Why, Grumpy, you do care. Good-bye, Grumpy!",7
snow white,"Why, why, yes, I am. But...",6
snow white,"No, they're not, but...",4
snow white,"Yes, gooseberry pies.",3
snow white,"Oh, they do look delicious.",5
snow white,"Stop it! Stop it! Go away! Go away! Shame on you, frightening a poor old lady.",16
snow white,"There, there. I'm sorry.",4
snow white,A wishing apple?,3
snow white,Really?,1
snow white,"Well, there is someone.",4
snow white,I wish... I wish...,4
snow white,And that he will carry me away to his castle... ...where we will live happily ever after.,17
snow white,"Oh, I feel strange.",4
snow white,Oh. Oh.,2
snow white,Oh.,1
snow white,"Good-bye. Good-bye, Grumpy. Good-bye. Oh, Dopey. Good-bye!",7
tiana,"There is no way, in this whole wide world I would ever, ever, ever, I mean never kiss a frog. Yuck!",21
tiana,No!,1
tiana,Stop it!,2
tiana,"I won’t, I won’t, I won’t!",6
tiana,"I think it’s done, Daddy.",5
tiana,Mm-hmm.,1
tiana,Yes!,1
tiana,Wait!  Done.  What?,3
tiana,"Hey everybody, I made gumbo.",5
tiana,Our food!,2
tiana,"Daddy, look.",2
tiana,"Charlotte’s faity tale book said, if you make a wish on evening star it’s sure to come true.",18
tiana,"Please, please, please.",3
tiana,Maybe next time!,3
tiana,What on Earth for?,4
tiana,Almost… Almost there People would come here from everywhere I was almost…there...,12
tiana,I can not believe I’m doing this. Please… Please… Please!,10
tiana,"Very funny. So, what now? I reckon you want a kiss?",11
tiana,"Stay back, or I’ll… I’ll…",5
tiana,"Prince? But I didn’t wish for any… Hold on, if you’re the prince, then… then who was that waltzing with Lottie on the dance floor?",25
tiana,The Frog Prince?,3
tiana,Excuse me?,2
tiana,"Look, I’m sorry. I’d really like to help you, but I just… Do not kiss frogs.",16
tiana,I didn’t expect you to answer!,6
tiana,Just… One kiss?,3
tiana,"Ok Tiana, you can do this… Just a little kiss, just a little kiss. Ok! You don’t look there much different. But how did you get way up there? And how did I get way down here, in all this…  AAAAAAHHHHHHHHH!!!!!!",41
tiana,What did you do to me? I…I’m green and I’m…and I’m slimy!,12
tiana,What?,1
tiana,You...You....,1
tiana,"I can’t run, I’m a frog!",6
tiana,Where are we going?,4
tiana,I can’t see a thing.,5
tiana,"Wait, Stella…",2
tiana,"Stella, it’s me, Tiana!",4
tiana,Stella just talked to me! The dog just spoke to me!,11
tiana,Voodoo? You mean to tell me this all happened because you were messing with the Shadow Man?,17
tiana,It serves me right for wishing on stars. The only way to get what you want in this world is through hard work.,23
tiana,"Huh? Oh, I’m not a princess. I’m a waitress.",9
tiana,I…I never said I was a princess.,7
tiana,"It was a costume party, you spoiled little rich boy.",10
tiana,What?,1
tiana,You said … you were fabulously wealthy!,7
tiana,"You’re broke, and you had the gall to call me a liar?",12
tiana,You a prince?,3
tiana,"She’ll help you!  All right then. once you two are married, you are gonna keep your promise and get me my restaurant, right?",23
tiana,Those aren’t logs...,3
tiana,Find your own tree.,4
tiana,Take your slimes away from me.,6
tiana,"Rise and shine, Sleeping Beauty. Gators are gone. We got to get back to New Orleans and undo this mess you got us into.",24
tiana,Could use a little help!,5
tiana,How about a little less piggin’ and a …,9
tiana,"It is been a real pleasure meetin’ you, Louis. And thank you for coming and for not eatin’ us. We best be on our way.",25
tiana,To find somebody to break the spell.,7
tiana,Now just a second. This goon here got himself turned into a frog by a voodoo man and now …,20
tiana,"Cute, but it’s not gonna…",5
tiana,You are getting married!,4
tiana,"Jambalaya, gumbo …It’s gonna have it all!",7
tiana,What are you doing?,4
tiana,"What? Oh, no! No, no, no! There is no way I’m kissing a frog and eating a bug on the same day. Ah! No no no.",26
tiana,Hold stil!,2
tiana,This could be a little better.,6
tiana,This is all your fault!,5
tiana,The prince charming here got himself turned into a frog by a voodoo witch doctor.,15
tiana,"And we are on a way to Mama Odie’s, we think maybe she could…",14
tiana,Louis … Ray here says you’ve been taking us in the wrong direction.,13
tiana,Nice meetin’ you all!,4
tiana,That’s your girl?,3
tiana,Evangeline?,1
tiana,"Oh, that’s so sweet.",4
tiana,Have you now?,3
tiana,"Thank you. 'Cause I figured out what your problem is, too.",11
tiana,"No. You're a no-account, philanderin', lazy bump on the log!",10
tiana,What did you say?,4
tiana,"Listen here, Mister. This ""stick-in-the-mud"" has had to work two jobs her whole life while you've been suckin' on a silver spoon, chasing chambermaids 'round your ivory tower!",28
tiana,"And we talk, too.",4
tiana,Not a stick in the mud?,6
tiana,Say it.,2
tiana,"I can’t hear you, I’m sorry. What?",7
tiana,"Oh, poor Louis.",3
tiana,How about swamp gumbo?,4
tiana,"No, no, no, no, Your Royal Highness. You are gonna to mince this mushrooms.",14
tiana,"Hop, to it!",3
tiana,Are you mincing?,3
tiana,"Step aside, Mister. Watch … And learn.",7
tiana,There you go.,3
tiana,Really?,1
tiana,"Aw, poor baby.",3
tiana,"Well hey … You’ve got to make some descent mushrooms mincer, ok?",12
tiana,Keep practicing and I just might hire you.,8
tiana,No.,1
tiana,Anyone for seconds?,3
tiana,Why thank you!.,3
tiana,Evangeline?,1
tiana,"No, no. I don’t dance.",5
tiana,I’ve never danced.,3
tiana,"Ah, Lottie’s goodness for a heck of a dance partner. We best we pushin’ on.",15
tiana,Naveen!,1
tiana,We so glad we found you Mama Odie. Ray and Louis here been tellin’ us all about you. We’ve been travelling quite a long way. And you can’t imagine what we’ve been through. And we… And we heard that you …,41
tiana,Mama Odie … We don’t want to take too much of your time.,13
tiana,"No, no thank you.",4
tiana,How on earth did you know that we want to turn back…,12
tiana,"Mama Odie, if you …",5
tiana,"Hit it hard with a couple of shots of Tabasco, and it’s the bee’s knees! Now, can we…",18
tiana,"It’s just like you said, Mama Odie. We need to be human.",12
tiana,"Yes! I do, Mama Odie. I need to dig a little deeper and work even harder to get my restaurant.",20
tiana,Lottie? But she'ss not a princess!,6
tiana,"That’s right … Big Daddy is king of Mardi Gras parade. So, that makes Lottie… A princess.",17
tiana,That doesn’t give us much time at all.,8
tiana,"What about me, Mama? I want to be human too, so I can play jazz with the big boys. I want fingers, and toes, and a belly button, Not the kind that sticks out, but the kind that goes in…",40
tiana,"Naveen, you comin’?",3
tiana,Where are you taking me?,5
tiana,Oh… All my years. No one’s ever done anything like this for me.,13
tiana,What’s this? You minced!,4
tiana,"No, it’s cute.",3
tiana,There it is!,3
tiana,"Oh, can you just picture it? All lit up like the Fourth of July.",14
tiana,It should be elegant.,4
tiana,You know a good ukulele player?,6
tiana,I’ll talk to the owner … Owner says…yes. Folks are gonna be comin’ together from all walks of life just to get a taste of our food.,27
tiana,"Oh no, no, no. My Daddy… He always wanted open this restaurant. He died before he could see it happened. But tomorrow … with your help, our dreams are finally comin’ true.",32
tiana,"If I don’t deliver that money first thing tomorrow, I lose this place forever.",14
tiana,Evangeline … I’ve always been so sure about what i wanted. But now … What do I do? Please tell me.,21
tiana,Ray. Have you seen Naveen?,5
tiana,What are you talking about?,5
tiana,Ray?,1
tiana,"You said just enough, Ray! Thank you, Evangeline. He was trying to propose, that’s what all that fun was about. And here I thought, all he wanted was to marry a rich girl.",33
tiana,You just keep your eyes at one of of the biggest godies float with a Mardi Gras princess about to kissed herself a …a frog.,25
tiana,"Just because you wish for somethin’, doesn’t make it true.",10
tiana,"Evangeline is nothing but a star, Ray! A big ball of hot air a million miles from here. Open your eyes now! Before you get hurted.",26
tiana,Ray?,1
tiana,What is this?,3
tiana,Back off or I’m gonna break this into a million pieces!,11
tiana,Naveen?,1
tiana,Shadow Man?,2
tiana,No. This-this is not right.,5
tiana,My Daddy never did get what he wanted. But he had what he needed. He had love. Never lost a sight what was really important.,25
tiana,And neither will I.,4
tiana,"I got news for you, Shadow Man. It's not slime, it's mucus!",12
tiana,Wait!,1
tiana,Don’t do this.,3
tiana,I won’t let you!,4
tiana,"My dream? My dream wouldn’t be complete without you in it. I love you, Naveen.",15
tiana,Warts and all.,3
tiana,Ray...,1
tiana,"We are stayin’ frogs, Ray.",5
tiana,A princess. You just kissed yourself a princess!,8
